Name	Place	Phone Number 	Sanctioned bed 	Rural/Urban 	email-id 	District	Type	
FHC Meppayoor 	Meppayoor 	0496-2677505 	24	R 	phcmeppayur@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Avala 	Avala 	0496-2765050 	0	R 	avalaphc.avala@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Beypore 	Beypore 	0495-2415303 	6	U 	phcbeypore@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Kodiyathoor 	Kodiyathoor 	0495-2209399 	24	R 	phckodiyathur@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Thiruvambady 	Thiruvambady 	0495-2255775 	0	R 	phctbdy@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Karassery 	Karassery 	0495-2297051 	0	R 	phc.karassery@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Koodaranhi 	Koodaranhi 	0495-2255715 	0	R 	koodaranhiphc@yahoo.com 	Kozhikode 	Family Health Centre	FHC
FHC Eramangalam 	Eramangalam 	0496-2705880 	0	R 	phceramangalam@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Panangad 	Panangad 	0496-2640066 	0	R 	panangadkkd@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Kayanna 	Kayanna 	0496-2659568 	0	R 	phckayanna@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Atholy 	Atholy 	0496-2674898 	6	R 	phcentreatholi@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Naduvennur 	Naduvennur 	0496-2650870 	0	R 	phcnaduvannur@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Changaroth 	Changaroth 	0496-2670055 	0	R 	phcchangaroth@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Azhiyoor 	Azhiyoor 	0496-2502820 	0	R 	phcazhiyur@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Madappally 	Madappally 	0496-2502170 	0	R 	madappallyphc@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Chorode 	Chorode 	0496-2514844 	0	R 	phcchorode@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Peruvannamoozhy 	Peruvannamoozhy 	0496-2662002 	6	R 	phcmoozhi@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Keezhriyur 	Keezhriyur 	0496-2695818 	0	R 	phckeezhariyur@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Pannikottur Colony 	Pannikottur Colony 	0496-2248760 	0	R 	phcpannikkottur@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Purameri 	Purameri 	0496-2581880 	0	R 	phcpuramery@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Naripatta 	Naripatta 	0496-2447383 	4	R 	phcnarippatta@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Vanimel 	Vanimel 	0496-2562904 	0	R 	phcvanimel@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Chekkyadu 	Chekkyadu 	0496-2571965 	0	R 	hichekkiad123@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Maruthankara 	Maruthankara 	0496-2565530 	0	R 	phcmaruthomkara@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Perumanna 	Perumanna 	0495-2432240 	0	R 	phcperumanna@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Madavoor 	Madavoor 	0495-2244094 	0	R 	momadavoor@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Kattipara 	Kattipara 	0496-2270335 	0	R 	phckattippara@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Kolathur 	Kolathur 	0495-2456191 	0	R 	phckolathur@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Puthiyappa 	Puthiyappa 	0495-2460100 	0	U 	phcputhiyappa@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Irivalloor 	Irivalloor 	0495-2260575 	0	R 	iruvalloorphc@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Maniyoor 	Maniyoor 	0496-2537350 	0	R 	phcmaniyoor.kunnathukara@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Villiappaly 	Villiappaly 	0496-2534200 	0	R 	phcvlpy@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Moodadi 	Moodadi 	0496-2693150 	0	R 	phcmoodadi@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Chengottukavu 	Chengottukavu 	0496-2960564 	0	R 	phcchengottukavu@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Chaliyam 	Chaliyam 	0495-2470425 	0	R 	chaliyamphc@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC GRD Vellimadukunnu 	GRD Vellimadukunnu 	0495-2373713 	0	U 	govtdispensaryngoqts@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Kunnamangalam 	Kunnamangalam 	0495-2965170 	18	R 	mophckglm@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Puthuppady 	Puthuppady 	0496-2234190 	0	R 	phcputhuppadi@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Ramanattukara 	Ramanattukara 	0495-2441600 	24	U 	phcramanattukara@gmail. Com 	Kozhikode 	Family Health Centre	FHC
FHC Vadakara 	Vadakara 	0496-2515422 	0	U 	phcramanattukara@gmail. Com 	Kozhikode 	Family Health Centre	FHC
FHC Kottoor 	Kottoor 	0496-2656675 	0	R 	medicalofficerktr@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Nochad 	Nochad 	0496-2613344 	0	R 	phcnochadu@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Kayakodi 	Kayakodi 	0496-2587087 	0	R 	phckayakkodi@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Omassery 	Omassery 	0495-2282600 	0	R 	phcomassery@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Kakkodi 	Kakkodi 	0495-2265111 	12	R 	kakkodiphc@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Ayanchery 	Ayanchery 	0496-2582343 	0	R 	phcayancheri@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Arikulam 	Arikulam 	0496-2696731 	0	R 	phcakl@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Irringal (Kottakkal) 	Irringal (Kottakkal) 	0496-2602366 	0	U 	iringalphckottakkal@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Edachery 	Edachery 	0496-2441115 	0	R 	mophcedachery@gmail.com 	Kozhikode 	Family Health Centre	FHC
FHC Ambalavayal 	Ambalavayal 	04936-260130 	34	R 	phc.ambalavayal@gmail.com 	Wayanad	Family Health Centre	FHC
FHC Meppady 	Meppady 	04936-282854 	24	R 	bphc.meppady@gmail.com 	Wayanad	Family Health Centre	FHC
FHC Edavaka 	Edavaka 	04935-245605 	24	R 	phc.edavaka@gmail.com 	Wayanad	Family Health Centre	FHC
FHC Vellamunda 	Vellamunda 	04935-230562 	10	R 	phc.vellamunda@gmail.com 	Wayanad	Family Health Centre	FHC
FHC Cheeral 	Cheeral 	04936-262216 	24	R 	phc.cheeral@gmail.com 	Wayanad	Family Health Centre	FHC
FHC Vazhavatta 	Vazhavatta 	04936-249495 	10	R 	phc.vazhavatta2@gmail.com 	Wayanad	Family Health Centre	FHC
FHC Kurukanmoola 	Kurukanmoola 	04935-215230 	0	U 	phc.kurukkanmoola@gmail.com 	Wayanad	Family Health Centre	FHC
FHC Thondernad 	Thondernad 	04935-235909 	0	R 	phc.thondernad@gmail.com 	Wayanad	Family Health Centre	FHC
FHC Begur (Forest) 	Begur (Forest) 	04935-250758 	0	R 	phc.begur@gmail.com 	Wayanad	Family Health Centre	FHC
FHC Sugandhagiry 	Sugandhagiry 	04936-257053 	0	R 	phc.sugandhagiri@gmail.com 	Wayanad	Family Health Centre	FHC
FHC Pozhuthana 	Pozhuthana 	04936-256455 	0	R 	phc.pozhuthana@gmail.com 	Wayanad	Family Health Centre	FHC
FHC Kottathara 	Kottathara 	04936-250539 	0	R 	phc.kottathara@gmail.com 	Wayanad	Family Health Centre	FHC
FHC Padinharathara 	Padinharathara 	04936-230285 	0	R 	phc.padinjarathara@gmail.com 	Wayanad	Family Health Centre	FHC
FHC Pakkom 	Pakkom 	04936-244011 	0	R 	phc.pakkom@gmail.com 	Wayanad	Family Health Centre	FHC
FHC Chethalayam 	Chethalayam 	04936-238007 	0	U 	phc.chethalayam@gmail.com 	Wayanad	Family Health Centre	FHC
FHC Appapara 	Appapara 	04935-210452 	24	R 	phc.appapara@gmail.com 	Wayanad	Family Health Centre	FHC
FHC Poothady 	Poothady 	04936-211110 	24	R 	phc.poothady@gmail.com 	Wayanad	Family Health Centre	FHC
FHC Noolpuzha 	Noolpuzha 	04936-270604 	24	R 	phc.noolpuzha@gmail.com 	Wayanad	Family Health Centre	FHC
FHC Vengapally 	Vengapally 	04936-216208 	14	R 	phc.vengapally@gmail.com 	Wayanad	Family Health Centre	FHC
FHC Mattool 	Mattool 	0497-2843082 	32	R 	moghmattool@gmail.com 	Kannur	Family Health Centre	FHC
FHC Cherukunnuthara 	Cherukunnuthara 	0497-2864140 	22	R 	phccherukunnu@gmail.com 	Kannur	Family Health Centre	FHC
FHC Pulingome 	Pulingome 	0498-5213808 	0	R 	phcpulingome@gmail.com 	Kannur	Family Health Centre	FHC
FHC Koodali 	Koodali 	0497-2858779 	0	R 	koodaliphc@gmail.com 	Kannur	Family Health Centre	FHC
FHC Udayagiri 	Udayagiri 	0460-2287111 	24	R 	phcudayagiri@gmail.com 	Kannur	Family Health Centre	FHC
FHC Parassinikadavu 	Parassinikadavu 	0497-2780025 	24	U 	phcparassini@gmail.com 	Kannur	Family Health Centre	FHC
FHC Chengalayi 	Chengalayi 	0460-2233088 	24	R 	mphcchengalayi0@gmail.com 	Kannur	Family Health Centre	FHC
FHC Ettikkulam 	Ettikkulam 	0498-5230372 	24	R 	ettikulamphc@gmail.com 	Kannur	Family Health Centre	FHC
FHC Ulikkal 	Ulikkal 	0460-2254360 	0	R 	mophculikkal@gmail.com 	Kannur	Family Health Centre	FHC
FHC Narath 	Narath 	0460-2243777 	24	R 	phcnarath@gmail.com 	Kannur	Family Health Centre	FHC
FHC Chirakkal 	Chirakkal 	0497-2777280 	24	R 	phcchirakkal@gmail.com 	Kannur	Family Health Centre	FHC
FHC Aralam (Tribal area) 	Aralam (Tribal area) 	Nil 	0	R 	phcaralam@gmail.com 	Kannur	Family Health Centre	FHC
FHC Vallithodu 	Vallithodu 	0490-2421232 	0	R 	phcvallithode@gmail.com 	Kannur	Family Health Centre	FHC
FHC Muzhakunnu 	Muzhakunnu 	0490-2458900 	0	R 	mophckkd@gmail.com 	Kannur	Family Health Centre	FHC
FHC Dharmadom 	Dharmadom 	0490-2346211 	24	R 	phcdharmadam@gmail.com 	Kannur	Family Health Centre	FHC
FHC Peralassery 	Peralassery 	0497-2824580 	0	R 	peralasseryphc@gmail.com 	Kannur	Family Health Centre	FHC
FHC Vengad 	Vengad 	0490-2384200 	0	R 	<phcvengad@gmail.com> 	Kannur	Family Health Centre	FHC
FHC Anjarakandy 	Anjarakandy 	0497-2852530 	24	R 	phcanjarakandy@gmail.com 	Kannur	Family Health Centre	FHC
FHC Kadachira 	Kadachira 	0497-2824550 	0	R 	phckadachira@gmail.com 	Kannur	Family Health Centre	FHC
FHC Kuttiyattoor 	Kuttiyattoor 	0460-2610670 	0	R 	phckuttiattoor@gmail.com 	Kannur	Family Health Centre	FHC
FHC Erammam-Kuttor 	Erammam-Kuttor 	0498-5278155 	0	R 	phckuttur@gmail.com 	Kannur	Family Health Centre	FHC
FHC Ramanthali 	Ramanthali 	0498-5222513 	24	R 	phcramanthali@gmail.com 	Kannur	Family Health Centre	FHC
FHC Kunchimangalam 	Kunchimangalam 	0497-2812333 	24	R 	phckunhimangalam@gmail.com 	Kannur	Family Health Centre	FHC
FHC Pattuvam 	Pattuvam 	0460-2220990 	0	R 	phcpattuvam@gmail.com 	Kannur	Family Health Centre	FHC
FHC Kadannappally 	Kadannappally 	04985-278992 	0	R 	phckadannappally@gmail.com 	Kannur	Family Health Centre	FHC
FHC Puthiyangadi Fisheries 	Puthiyangadi Fisheries 	0497-2877826 	0	R 	muttomphc@yahoo.com 	Kannur	Family Health Centre	FHC
FHC Cherukunnu Punnacherry 	Cherukunnu Punnacherry 	0497-2863455 	0	R 	mocuuphc@gmail.com 	Kannur	Family Health Centre	FHC
FHC kalliyasseri 	kalliyasseri 	0497-2783499 	24	R 	phckalliassery@gmail.com 	Kannur	Family Health Centre	FHC
FHC Eranholi 	Eranholi 	0490-2354039 	0	R 	phceranholi@gmail.com 	Kannur	Family Health Centre	FHC
FHC Kodiyeri 	Kodiyeri 	0490-2356102 	0	U 	phckodiyeri@gmail.com 	Kannur	Family Health Centre	FHC
FHC New Mahe 	New Mahe 	0490-2359801 	0	R 	phcnewmahe@gmail.com 	Kannur	Family Health Centre	FHC
FHC Chokli 	Chokli 	0490-2330522 	0	R 	chalilphc@gmail.com 	Kannur	Family Health Centre	FHC
FHC Peruva 	Peruva 	0490-2303777 	0	R 	phcperua@gmail.com 	Kannur	Family Health Centre	FHC
FHC Mangattidom 	Mangattidom 	0490-2308670 	0	R 	phcmangattidam@gmail.com 	Kannur	Family Health Centre	FHC
FHC Maloor 	Maloor 	04902-401510 	0	R 	phcmaloor@gmail.com 	Kannur	Family Health Centre	FHC
FHC Chapparapadavu 	Chapparapadavu 	0460-2271101 	0	R 	phcchapparapadavu@gmail.com 	Kannur	Family Health Centre	FHC
FHC Kurumathur 	Kurumathur 	0460-2225177 	0	R 	phckurumatur@gmail.com 	Kannur	Family Health Centre	FHC
FHC Morazha Fisheries 	Morazha Fisheries 	0497-2784401 	0	U 	phcmorazha@gmail.com 	Kannur	Family Health Centre	FHC
FHC Pariyaram 	Pariyaram 	0460-2208711 	0	R 	pariyaramphc@gmail.com 	Kannur	Family Health Centre	FHC
FHC Edakkad 	Edakkad 	0497-2823904 	0	U 	phcedakkadmedi@gmail.com 	Kannur	Family Health Centre	FHC
FHC Elayavoor 	Elayavoor 	04972-722485 	0	U 	phcelayavur@gmail.com 	Kannur	Family Health Centre	FHC
FHC Mokeri 	Mokeri 	0490-2313337 	0	R 	phcmokeri@gmail.com 	Kannur	Family Health Centre	FHC
FHC Kunnothuparamba 	Kunnothuparamba 	0490-2375805 	0	R 	phckunnothparamba@gmail.com 	Kannur	Family Health Centre	FHC
FHC Thrippangottur 	Thrippangottur 	0490-2392350 	6	R 	phcthriprangottur@gmail.com 	Kannur	Family Health Centre	FHC
FHC Peringalam 	Peringalam 	0490-2393565 	0	U 	phcperingalam@gmail.com 	Kannur	Family Health Centre	FHC
FHC Mekunnu 	Mekunnu 	0490-2393340 	0	U 	phcmekkunnu@gmail.com 	Kannur	Family Health Centre	FHC
FHC Chittariparamba 	Chittariparamba 	0490-2301388 	0	R 	phcchittariparamba@gmail.com 	Kannur	Family Health Centre	FHC
FHC Patyam Cheruvancherry 	Patyam Cheruvancherry 	0490-2404200 	22	R 	phcpatyam@gmail.com 	Kannur	Family Health Centre	FHC
FHC Kottiyoor 	Kottiyoor 	0490-2430718 	24	R 	phckotiyoor@gmail.com 	Kannur	Family Health Centre	FHC
FHC Cheruthazham 	Cheruthazham 	0497-2802686 	24	R 	mophc.cheruthazham@gmail.com 	Kannur	Family Health Centre	FHC
FHC Valappattanam 	Valappattanam 	0497-2775030 	32	R 	moghvalapattanam@gmail.com 	Kannur	Family Health Centre	FHC
FHC Malappattam 	Malappattam 	0460-2235400 	0	R 	phcmalappattam@gmail.com 	Kannur	Family Health Centre	FHC
FHC Kankol Alapadamba 	Kankol Alapadamba 	0498-5283900 	0	R 	phcmathil@gmail.com 	Kannur	Family Health Centre	FHC
FHC Thillankari 	Thillankari 	0490-2406696 	0	R 	phcthillenkery@gmail.com 	Kannur	Family Health Centre	FHC
FHC Alacode (Therthally) 	Alacode (Therthally) 	0460-2285700 	0	R 	phctherthalli@gmail.com 	Kannur	Family Health Centre	FHC
FHC Muzhapillangad 	Muzhapillangad 	0497-2832952 	24	R 	phcmuzhappilangad@gmail.com 	Kannur	Family Health Centre	FHC
FHC Munderi 	Munderi 	0497-2792454 	24	R 	phcmunderi@gmail.com 	Kannur	Family Health Centre	FHC
FHC Kathiroor 	Kathiroor 	0490-2305890 	0	R 	phckadirur@gmail.com 	Kannur	Family Health Centre	FHC
FHC Chelora 	Chelora 	04972--721549 	0	U 	cheloraphc@gmail.com 	Kannur	Family Health Centre	FHC
FHC Kelakam 	Kelakam 	0490-2416216 	6	R 	phckelakam@gmail.com 	Kannur	Family Health Centre	FHC
FHC Kottayam Malabar 	Kottayam Malabar 	0490-2307966 	0	R 	phckottayammalabar@gmail.com 	Kannur	Family Health Centre	FHC
FHC Chittarikkal 	Chittarikkal 	0467-2222131 	24	R 	phc131chittarikkal@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Narkilakad 	Narkilakad 	0467-2241888 	24	R 	phcnkd@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Valiyaparamba 	Valiyaparamba 	0467-2258800 	0	R 	mophcvaliyaparamba@gmail. com 	Kasaragod 	Family Health Centre	FHC
FHC Padne 	Padne 	0467-2276056 	24	R 	phcpadne@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Panathur 	Panathur 	0467-2227555 	24	R 	phcpanathur@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Bayar 	Bayar 	04998-206666 	24	R 	phcbayar@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Moucode 	Moucode 	0467-2253488 	0	R 	phcmoucode2009@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Thaikadapuram 	Thaikadapuram 	0467-2288770 	0	U 	phcthaikadapuram@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Thuruthi 	Thuruthi 	0467-2263922 	0	R 	phcturuthi@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Olat 	Olat 	04985-263270 	0	R 	phcolatolat@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Mavilakadappuram 	Mavilakadappuram 	0467-2300043 	0	R 	phcmavilakadappuram@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Udumbunthala 	Udumbunthala 	0467-2271080 	0	R 	phcudumbunthala@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Ajanur 	Ajanur 	0467-2204985 	0	R 	phcajanur@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Madikai 	Madikai 	0467-2269612 	0	R 	phcmadikai@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Anadasram 	Anadasram 	0467-2209711 	0	R 	phcanandasram@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Pallikkare 	Pallikkare 	0467-2275500 	0	R 	phcpallikkare@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Chattanchal 	Chattanchal 	04994-284808 	0	R 	phcchattanchal@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Adoor 	Adoor 	04994-271266 	0	R 	phcdelampady@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Bellur 	Bellur 	04998-266788 	0	R 	bellurphc@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Kumbadaje 	Kumbadaje 	04998-260700 	0	R 	phckumbadaje@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Puthige 	Puthige 	04998-247730 	0	R 	phcputhige@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Perla 	Perla 	04998-225790 	0	R 	phcperla@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Kayyur 	Kayyur 	0467-2230301 	0	R 	phckayyur@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Uduma 	Uduma 	0467-2236737 	24	R 	phcuduma@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Ennappara 	Ennappara 	0467-2279979 	0	R 	phcennappara@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Karindalam 	Karindalam 	0467-2235053 	0	R 	phckarindalam@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Mulleria 	Mulleria 	04994-262633 	0	R 	phcmulleria@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Mogral Puthur 	Mogral Puthur 	04994-232300 	0	R 	phcmogralputhur@gmail.com 	Kasaragod 	Family Health Centre	FHC
FHC Vorkady 	Vorkady 	04998-203900 	0	R 	phcvorkady@gmail.com 	Kasaragod 	Family Health Centre	FHC
 Nedumangadu	Nedumangadu, Thiruvananthapuram 	9746314014 (MO) 	0	U 	tmmunddtvm@gmail.com 	Thiruvananthapuram 	Tribal Mobile Unit 	
 Rajbhavan dispensary Kowdiar	Rajbhavan dispensary Kowdiar,TVPM 	0471-2721100 	0	U 	keralarajbhavandispensary@gmail. com 	Thiruvananthapuram 	GD 	
 MLA hostel Health Clinic	MLA hostel Health Clinic, TVPM 	0471-2222251 	0	U 	mlahostelhealthclinic@gmail.com 	Thiruvananthapuram 	GD 	
 Kattakada	Kattakada,TVPM 	0472-2850044 	0	R 	op.ntkl.prisons@kerala.gov.in 	Thiruvananthapuram 	Jail Dispensary 	
 Central Prison Hospital Poojappura	Poojappura,TVPM 	0471-2342139 	36	U 	cp.tvpm.prisons@kerala.gov.in 	Thiruvananthapuram 	Central Prison Hospital	
 Secretariat Health Clinic	Secretariat Health Clinic, TVPM 	0471-2518649 	0	U 	secretariatehealth@gmail.com 	Thiruvananthapuram 	Health Clinic 	
 Palayam Police Hospital	Palayam Police Hospital, TVPM 	0471-2320746 MO No.9497454672 	0	U 	citypolicehospital@gmail.com 	Thiruvananthapuram 	GD 	
 Police Hospital	Police Hospital,Peroorkada, TVPM 	0471-2433949 MO No.9633999921 	10	U 	mosaphospital@gmail.com 	Thiruvananthapuram 	GD 	
 District Police Hospital. KLM 	District Police Hospital. KLM 	9400292882 DR. AJU ( Personal No) 	0	U 	policehospitalkollam1234@gmail.c om 	Kollam 	GD 	
 Govt Dispensary	Govt Dispensary, Pamba, PTA 	04735-203318 ,203319 	0	R 	pampadispensary@gmail.com 	Pathanamthitta 	GD 	
 Mobile Unit	Mobile Unit, Thodupuzha, Idukki 		0	U 		Idukki	Mobile Unit 	
 Mobile Unit	Mobile Unit, Moonnar, Idukki 		0	R 		Idukki	Mobile Unit 	
 High Court Dispensary	High Court Dispensary, EKLM 	0484-2562814 	0	U 	govtdispensaryhighcourt@gmail .com 	Ernakulam 	GD 	
 Chemmini Dam Thrissur 	Chemmini Dam Thrissur 		0	R 	grdchimminidam@gmail.com 	Thrissur 	GD 	
 Peechi	Peechi,Thrissur 	0487-2699760 	0	R 	gdpeechi@gmail.com 	Thrissur 	GD 	
 Central Jail Dispensary	Central Jail Dispensary, Viyyoor, Thrissur 		0	U 		Thrissur 	GD 	
 MM Unit- I	MM Unit- I, Agali PKD 		0	R 	mmu1attappady@gmail.com 	Palakkad	MMU 	
 MM Unit- II	MM Unit- II, Agali PKD 		0	R 	mmu2agali@gmail.com 	Palakkad	MMU 	
 Police Hospital	Police Hospital, Kallekkad,PKD 		10	R 		Palakkad	GD 	
 Nelliyampathy	Nelliyampathy,PKD 		0	R 		Palakkad	GD 	
 GRD Pothundy	GRD Pothundy,PKD 		0	R 	medicalofficergrdpothundy@ya hoo.com 	Palakkad	GD 	
 Forest Dispensary	Forest Dispensary, Valayar,PKD 		0	R 		Palakkad	GD 	
 KAP Dispensary	KAP Dispensary, Puduperiyaram,PKD 		0	R 	shine.gopu@yahoo.in 	Palakkad	GD 	
 Pilot Dispensary	Pilot Dispensary, Mukkali,PKD 		0	R 		Palakkad	GD 	
 Project Dispensary	Project Dispensary, Shiruvani,PKD 		0	R 		Palakkad	GD 	
 DMU Nilambur	DMU Nilambur, Malappuram 	04931 226343 	0	U 	mogmdnilambur@gmail.com 	Malappuram	DMU 	
 Police Dispensary	Police Dispensary, Arecode, Malappuram 		0	R 		Malappuram	GD 	
 GD Veliyancode	GD Veliyancode, Malappuram 	0494 2678400 	0	R 	moveliyancodegfd@gmail.com 	Malappuram	GD 	
 Police Dispensary	Police Dispensary, Klari, Malappuram 		0	R 		Malappuram	GD 	
 Police Dispensary	Police Dispensary, Pandikkad, 					Malappuram		
 Malappuram 	Malappuram 		0	R 		Malappuram	GD 	
 Mlpm 	Mlpm 					Malappuram		
 Police Hospital	Police Hospital, Malappuram 		36	U 		Malappuram	GD 	
 Tribal medical Unit	Tribal medical Unit, Kalpetta, Wayanad 	04936-206768 	0	U 	gh.kalpeta@gmail.com 	Wayanad	Mobile Unit 	
 Tribal medical Unit	Tribal medical Unit, Vythiri, Wayanad 	04936-255228 	0	R 	thqh.vythiri@gmail.com 	Wayanad	Mobile Unit 	
 Tribal medical Unit	Tribal medical Unit, Ambalavayal, Wayanad 	04936-260130 	0	R 	phc.ambalavayal@gmail.com 	Wayanad	Mobile Unit 	
 Tribal medical Unit	Tribal medical Unit, Sulthan Bathery, Wayanad 	04936-221136 	0	U 	thqh.bathery@gmail.com 	Wayanad	Mobile Unit 	
 Tribal medical Unit	Tribal medical Unit, Mananthavady, Wayanad 	04935-240265 	0	U 	dh.mananthavady@gmail.com 	Wayanad	Mobile Unit 	
 Tribal medical Unit	Tribal medical Unit, Appappara, Wayanad (NHM) 	04935-210452 	0	R 	phc.appapara@gmail.com 	Wayanad	Mobile Unit 	
 Tribal medical Unit	Tribal medical Unit, Panamaram, Wayanad (NHM) 	04935-221189 	0	R 	phc.panamaram@gmail.com 	Wayanad	Mobile Unit 	
 Tribal medical Unit	Tribal medical Unit, Noolpuzha, Wayanad (NHM) 	04936-270604 	0	R 	phc.noolpuzha@gmail.com 	Wayanad	Mobile Unit 	
 Mobile Dispensary	Mobile Dispensary, Thaliparamba,Kannur 		0	U 	mobiledispensarytpba@gmail.com	Kannur	Mobile Unit 	
 Fisheries Mobile Unit	Fisheries Mobile Unit, Pazhayangadi, 		0	U 		Kannur	Mobile Unit 	
 Tribal Mobile Unit	Tribal Mobile Unit, Peravoor, Kannur 		0	U 		Kannur	Mobile Unit 	
 Tribal Mobile Unit	Tribal Mobile Unit, Aralam, Kannur 		0	U 		Kannur	Mobile Unit 	
 Central Jail Dispensary	Central Jail Dispensary, Kannur 		46	R 	cpkannur@gmail.com 	Kannur	GD 	
 KAP Dispensary	KAP Dispensary, Mangattuparamba, Kannur 		0	R 	cmdtkap4@keralapolice.gov.in 	Kannur	GD 	
 Mobile Dispensary	Mobile Dispensary, Kasaragod 		0	U 		Kasaragod 	Mobile Dispensary 	
 Bweekly Dispensary	Bweekly Dispensary, Valiyappoil, Kasaragod 		0	R 		Kasaragod 	GD 	
 Bweekly Dispensary	Bweekly Dispensary, Thrikkarippur, Kasaragod 		0	R 		Kasaragod 	GD 	
 Govt. Ayurvedic Maternity Hospital	Govt. Ayurvedic Maternity Hospital, Poojappura, TVPM 	0471-2350938 	6	U 	avchwc.pjp@gmail.com 	Thiruvananthapuram 	speciality hospital	
 Coastal speciality hospital	Coastal speciality hospital, Valiyathura, TVPM 	0471-2502480 	34	U 	gdvaliathura@gmail.com 	Thiruvananthapuram 	speciality hospital	
 K.R.Narayanan Memorial Speciality Hospital	K.R.Narayanan Memorial Speciality Hospital, Uzhavoor, KTYM 	04822-241045 	150	R 	phcuzhavoor@gmail.com 	Kottayam 	speciality hospital	
 Tribal Special Hospital	Tribal Special Hospital, Kottathara, Attappady, Pkd 	04924-254392 	100	R 	gtshkatpy@gmail.com 	Palakkad	speciality hospital	
 Mattannur speciality hospital	Mattannur speciality hospital	0490-2473500 	38	U 	ghmtnr@gmail.com 	Kannur	speciality hospital	
