Name	Place	Type	Phone Number 	Sanctioned bed 	Rural/Urban 	email-id 	District
FHC Appapara 	Appapara 	Family Health Centre	04935-210452 	24	R 	phc.appapara@gmail.com 	Wayanad
FHC Poothady 	Poothady 	Family Health Centre	04936-211110 	24	R 	phc.poothady@gmail.com 	Wayanad
FHC Noolpuzha 	Noolpuzha 	Family Health Centre	04936-270604 	24	R 	phc.noolpuzha@gmail.com 	Wayanad
FHC Vengapally 	Vengapally 	Family Health Centre	04936-216208 	14	R 	phc.vengapally@gmail.com 	Wayanad
FHC Mattool 	Mattool 	Family Health Centre	0497-2843082 	32	R 	moghmattool@gmail.com 	Kannur
FHC Cherukunnuthara 	Cherukunnuthara 	Family Health Centre	0497-2864140 	22	R 	phccherukunnu@gmail.com 	Kannur
FHC Pulingome 	Pulingome 	Family Health Centre	0498-5213808 	0	R 	phcpulingome@gmail.com 	Kannur
FHC Koodali 	Koodali 	Family Health Centre	0497-2858779 	0	R 	koodaliphc@gmail.com 	Kannur
FHC Udayagiri 	Udayagiri 	Family Health Centre	0460-2287111 	24	R 	phcudayagiri@gmail.com 	Kannur
FHC Parassinikadavu 	Parassinikadavu 	Family Health Centre	0497-2780025 	24	U 	phcparassini@gmail.com 	Kannur
FHC Chengalayi 	Chengalayi 	Family Health Centre	0460-2233088 	24	R 	mphcchengalayi0@gmail.com 	Kannur
FHC Ettikkulam 	Ettikkulam 	Family Health Centre	0498-5230372 	24	R 	ettikulamphc@gmail.com 	Kannur
FHC Ulikkal 	Ulikkal 	Family Health Centre	0460-2254360 	0	R 	mophculikkal@gmail.com 	Kannur
FHC Narath 	Narath 	Family Health Centre	0460-2243777 	24	R 	phcnarath@gmail.com 	Kannur
FHC Chirakkal 	Chirakkal 	Family Health Centre	0497-2777280 	24	R 	phcchirakkal@gmail.com 	Kannur
FHC Aralam (Tribal area) 	Aralam (Tribal area) 	Family Health Centre	Nil 	0	R 	phcaralam@gmail.com 	Kannur
FHC Vallithodu 	Vallithodu 	Family Health Centre	0490-2421232 	0	R 	phcvallithode@gmail.com 	Kannur
FHC Muzhakunnu 	Muzhakunnu 	Family Health Centre	0490-2458900 	0	R 	mophckkd@gmail.com 	Kannur
FHC Dharmadom 	Dharmadom 	Family Health Centre	0490-2346211 	24	R 	phcdharmadam@gmail.com 	Kannur
FHC Peralassery 	Peralassery 	Family Health Centre	0497-2824580 	0	R 	peralasseryphc@gmail.com 	Kannur
FHC Vengad 	Vengad 	Family Health Centre	0490-2384200 	0	R 	<phcvengad@gmail.com> 	Kannur
FHC Anjarakandy 	Anjarakandy 	Family Health Centre	0497-2852530 	24	R 	phcanjarakandy@gmail.com 	Kannur
FHC Kadachira 	Kadachira 	Family Health Centre	0497-2824550 	0	R 	phckadachira@gmail.com 	Kannur
FHC Kuttiyattoor 	Kuttiyattoor 	Family Health Centre	0460-2610670 	0	R 	phckuttiattoor@gmail.com 	Kannur
FHC Erammam-Kuttor 	Erammam-Kuttor 	Family Health Centre	0498-5278155 	0	R 	phckuttur@gmail.com 	Kannur
FHC Ramanthali 	Ramanthali 	Family Health Centre	0498-5222513 	24	R 	phcramanthali@gmail.com 	Kannur
FHC Kunchimangalam 	Kunchimangalam 	Family Health Centre	0497-2812333 	24	R 	phckunhimangalam@gmail.com 	Kannur
FHC Pattuvam 	Pattuvam 	Family Health Centre	0460-2220990 	0	R 	phcpattuvam@gmail.com 	Kannur
FHC Kadannappally 	Kadannappally 	Family Health Centre	04985-278992 	0	R 	phckadannappally@gmail.com 	Kannur
FHC Puthiyangadi Fisheries 	Puthiyangadi Fisheries 	Family Health Centre	0497-2877826 	0	R 	muttomphc@yahoo.com 	Kannur
FHC Cherukunnu Punnacherry 	Cherukunnu Punnacherry 	Family Health Centre	0497-2863455 	0	R 	mocuuphc@gmail.com 	Kannur
FHC kalliyasseri 	kalliyasseri 	Family Health Centre	0497-2783499 	24	R 	phckalliassery@gmail.com 	Kannur
FHC Eranholi 	Eranholi 	Family Health Centre	0490-2354039 	0	R 	phceranholi@gmail.com 	Kannur
FHC Kodiyeri 	Kodiyeri 	Family Health Centre	0490-2356102 	0	U 	phckodiyeri@gmail.com 	Kannur
FHC New Mahe 	New Mahe 	Family Health Centre	0490-2359801 	0	R 	phcnewmahe@gmail.com 	Kannur
FHC Chokli 	Chokli 	Family Health Centre	0490-2330522 	0	R 	chalilphc@gmail.com 	Kannur
FHC Peruva 	Peruva 	Family Health Centre	0490-2303777 	0	R 	phcperua@gmail.com 	Kannur
FHC Mangattidom 	Mangattidom 	Family Health Centre	0490-2308670 	0	R 	phcmangattidam@gmail.com 	Kannur
FHC Maloor 	Maloor 	Family Health Centre	04902-401510 	0	R 	phcmaloor@gmail.com 	Kannur
FHC Chapparapadavu 	Chapparapadavu 	Family Health Centre	0460-2271101 	0	R 	phcchapparapadavu@gmail.com 	Kannur
FHC Kurumathur 	Kurumathur 	Family Health Centre	0460-2225177 	0	R 	phckurumatur@gmail.com 	Kannur
FHC Morazha Fisheries 	Morazha Fisheries 	Family Health Centre	0497-2784401 	0	U 	phcmorazha@gmail.com 	Kannur
FHC Pariyaram 	Pariyaram 	Family Health Centre	0460-2208711 	0	R 	pariyaramphc@gmail.com 	Kannur
FHC Edakkad 	Edakkad 	Family Health Centre	0497-2823904 	0	U 	phcedakkadmedi@gmail.com 	Kannur
FHC Elayavoor 	Elayavoor 	Family Health Centre	04972-722485 	0	U 	phcelayavur@gmail.com 	Kannur
FHC Mokeri 	Mokeri 	Family Health Centre	0490-2313337 	0	R 	phcmokeri@gmail.com 	Kannur
FHC Kunnothuparamba 	Kunnothuparamba 	Family Health Centre	0490-2375805 	0	R 	phckunnothparamba@gmail.com 	Kannur
FHC Thrippangottur 	Thrippangottur 	Family Health Centre	0490-2392350 	6	R 	phcthriprangottur@gmail.com 	Kannur
FHC Peringalam 	Peringalam 	Family Health Centre	0490-2393565 	0	U 	phcperingalam@gmail.com 	Kannur
FHC Mekunnu 	Mekunnu 	Family Health Centre	0490-2393340 	0	U 	phcmekkunnu@gmail.com 	Kannur
FHC Chittariparamba 	Chittariparamba 	Family Health Centre	0490-2301388 	0	R 	phcchittariparamba@gmail.com 	Kannur
FHC Patyam Cheruvancherry 	Patyam Cheruvancherry 	Family Health Centre	0490-2404200 	22	R 	phcpatyam@gmail.com 	Kannur
FHC Kottiyoor 	Kottiyoor 	Family Health Centre	0490-2430718 	24	R 	phckotiyoor@gmail.com 	Kannur
FHC Cheruthazham 	Cheruthazham 	Family Health Centre	0497-2802686 	24	R 	mophc.cheruthazham@gmail.com 	Kannur
FHC Valappattanam 	Valappattanam 	Family Health Centre	0497-2775030 	32	R 	moghvalapattanam@gmail.com 	Kannur
FHC Malappattam 	Malappattam 	Family Health Centre	0460-2235400 	0	R 	phcmalappattam@gmail.com 	Kannur
FHC Kankol Alapadamba 	Kankol Alapadamba 	Family Health Centre	0498-5283900 	0	R 	phcmathil@gmail.com 	Kannur
FHC Thillankari 	Thillankari 	Family Health Centre	0490-2406696 	0	R 	phcthillenkery@gmail.com 	Kannur
FHC Alacode (Therthally) 	Alacode (Therthally) 	Family Health Centre	0460-2285700 	0	R 	phctherthalli@gmail.com 	Kannur
FHC Muzhapillangad 	Muzhapillangad 	Family Health Centre	0497-2832952 	24	R 	phcmuzhappilangad@gmail.com 	Kannur
FHC Munderi 	Munderi 	Family Health Centre	0497-2792454 	24	R 	phcmunderi@gmail.com 	Kannur
FHC Kathiroor 	Kathiroor 	Family Health Centre	0490-2305890 	0	R 	phckadirur@gmail.com 	Kannur
FHC Chelora 	Chelora 	Family Health Centre	04972--721549 	0	U 	cheloraphc@gmail.com 	Kannur
FHC Kelakam 	Kelakam 	Family Health Centre	0490-2416216 	6	R 	phckelakam@gmail.com 	Kannur
FHC Kottayam Malabar 	Kottayam Malabar 	Family Health Centre	0490-2307966 	0	R 	phckottayammalabar@gmail.com 	Kannur
FHC Chittarikkal 	Chittarikkal 	Family Health Centre	0467-2222131 	24	R 	phc131chittarikkal@gmail.com 	Kasaragod 
FHC Narkilakad 	Narkilakad 	Family Health Centre	0467-2241888 	24	R 	phcnkd@gmail.com 	Kasaragod 
FHC Valiyaparamba 	Valiyaparamba 	Family Health Centre	0467-2258800 	0	R 	mophcvaliyaparamba@gmail. com 	Kasaragod 
FHC Padne 	Padne 	Family Health Centre	0467-2276056 	24	R 	phcpadne@gmail.com 	Kasaragod 
FHC Panathur 	Panathur 	Family Health Centre	0467-2227555 	24	R 	phcpanathur@gmail.com 	Kasaragod 
FHC Bayar 	Bayar 	Family Health Centre	04998-206666 	24	R 	phcbayar@gmail.com 	Kasaragod 
FHC Moucode 	Moucode 	Family Health Centre	0467-2253488 	0	R 	phcmoucode2009@gmail.com 	Kasaragod 
FHC Thaikadapuram 	Thaikadapuram 	Family Health Centre	0467-2288770 	0	U 	phcthaikadapuram@gmail.com 	Kasaragod 
FHC Thuruthi 	Thuruthi 	Family Health Centre	0467-2263922 	0	R 	phcturuthi@gmail.com 	Kasaragod 
FHC Olat 	Olat 	Family Health Centre	04985-263270 	0	R 	phcolatolat@gmail.com 	Kasaragod 
FHC Mavilakadappuram 	Mavilakadappuram 	Family Health Centre	0467-2300043 	0	R 	phcmavilakadappuram@gmail.com 	Kasaragod 
FHC Udumbunthala 	Udumbunthala 	Family Health Centre	0467-2271080 	0	R 	phcudumbunthala@gmail.com 	Kasaragod 
FHC Ajanur 	Ajanur 	Family Health Centre	0467-2204985 	0	R 	phcajanur@gmail.com 	Kasaragod 
FHC Madikai 	Madikai 	Family Health Centre	0467-2269612 	0	R 	phcmadikai@gmail.com 	Kasaragod 
FHC Anadasram 	Anadasram 	Family Health Centre	0467-2209711 	0	R 	phcanandasram@gmail.com 	Kasaragod 
FHC Pallikkare 	Pallikkare 	Family Health Centre	0467-2275500 	0	R 	phcpallikkare@gmail.com 	Kasaragod 
FHC Chattanchal 	Chattanchal 	Family Health Centre	04994-284808 	0	R 	phcchattanchal@gmail.com 	Kasaragod 
FHC Adoor 	Adoor 	Family Health Centre	04994-271266 	0	R 	phcdelampady@gmail.com 	Kasaragod 
FHC Bellur 	Bellur 	Family Health Centre	04998-266788 	0	R 	bellurphc@gmail.com 	Kasaragod 
FHC Kumbadaje 	Kumbadaje 	Family Health Centre	04998-260700 	0	R 	phckumbadaje@gmail.com 	Kasaragod 
FHC Puthige 	Puthige 	Family Health Centre	04998-247730 	0	R 	phcputhige@gmail.com 	Kasaragod 
FHC Perla 	Perla 	Family Health Centre	04998-225790 	0	R 	phcperla@gmail.com 	Kasaragod 
FHC Kayyur 	Kayyur 	Family Health Centre	0467-2230301 	0	R 	phckayyur@gmail.com 	Kasaragod 
FHC Uduma 	Uduma 	Family Health Centre	0467-2236737 	24	R 	phcuduma@gmail.com 	Kasaragod 
FHC Ennappara 	Ennappara 	Family Health Centre	0467-2279979 	0	R 	phcennappara@gmail.com 	Kasaragod 
FHC Karindalam 	Karindalam 	Family Health Centre	0467-2235053 	0	R 	phckarindalam@gmail.com 	Kasaragod 
FHC Mulleria 	Mulleria 	Family Health Centre	04994-262633 	0	R 	phcmulleria@gmail.com 	Kasaragod 
FHC Mogral Puthur 	Mogral Puthur 	Family Health Centre	04994-232300 	0	R 	phcmogralputhur@gmail.com 	Kasaragod 
FHC Vorkady 	Vorkady 	Family Health Centre	04998-203900 	0	R 	phcvorkady@gmail.com 	Kasaragod 
Tribal Mobile Unit Nedumangadu	Nedumangadu	Tribal Mobile Unit 	9746314014 (MO) 	0	U 	tmmunddtvm@gmail.com 	Thiruvananthapuram 
 Rajbhavan dispensary Kowdiar	Kowdiar	GD 	0471-2721100 	0	U 	keralarajbhavandispensary@gmail. com 	Thiruvananthapuram 
 MLA hostel Health Clinic	Thiruvananthapuram 	GD 	0471-2222251 	0	U 	mlahostelhealthclinic@gmail.com 	Thiruvananthapuram 
 Jail Dispensary  Kattakada	Kattakada 	Jail Dispensary 	0472-2850044 	0	R 	op.ntkl.prisons@kerala.gov.in 	Thiruvananthapuram 
 Central Prison Hospital Poojappura	Poojappura 	Central Prison Hospital	0471-2342139 	36	U 	cp.tvpm.prisons@kerala.gov.in 	Thiruvananthapuram 
 Secretariat Health Clinic	Thiruvananthapuram 	Health Clinic 	0471-2518649 	0	U 	secretariatehealth@gmail.com 	Thiruvananthapuram 
 Palayam Police Hospital	Thiruvananthapuram 	GD 	0471-2320746 MO No.9497454672 	0	U 	citypolicehospital@gmail.com 	Thiruvananthapuram 
 Police Hospital	Peroorkada	GD 	0471-2433949 MO No.9633999921 	10	U 	mosaphospital@gmail.com 	Thiruvananthapuram 
 District Police Hospital. KLM 	Kollam	GD 	9400292882 DR. AJU ( Personal No) 	0	U 	policehospitalkollam1234@gmail.c om 	Kollam 
 Govt Dispensary	Pamba	GD 	04735-203318 ,203319 	0	R 	pampadispensary@gmail.com 	Pathanamthitta 
 Mobile Unit	Thodupuzha, Idukki 	Mobile Unit 		0	U 		Idukki
 Mobile Unit	Munnar, Idukki 	Mobile Unit 		0	R 		Idukki
 High Court Dispensary	Ernakulam	GD 	0484-2562814 	0	U 	govtdispensaryhighcourt@gmail .com 	Ernakulam 
 GD  Chemmini Dam Thrissur 	Chemmini Dam	GD 		0	R 	grdchimminidam@gmail.com 	Thrissur 
 GD  Peechi	Peechi	GD 	0487-2699760 	0	R 	gdpeechi@gmail.com 	Thrissur 
 Central Jail Dispensary	Viyyoor	GD 		0	U 		Thrissur 
 MM Unit- I	Agali	MMU 		0	R 	mmu1attappady@gmail.com 	Palakkad
 MM Unit- II	Agali	MMU 		0	R 	mmu2agali@gmail.com 	Palakkad
 Police Hospital	Kallekkad	GD 		10	R 		Palakkad
 Nelliyampathy	Nelliyampathy	GD 		0	R 		Palakkad
 GRD Pothundy	GRD Pothundy	GD 		0	R 	medicalofficergrdpothundy@ya hoo.com 	Palakkad
 Forest Dispensary	Valayar	GD 		0	R 		Palakkad
 KAP Dispensary	Puduperiyaram	GD 		0	R 	shine.gopu@yahoo.in 	Palakkad
 Pilot Dispensary	Mukkali	GD 		0	R 		Palakkad
 Project Dispensary	Shiruvani	GD 		0	R 		Palakkad
 DMU Nilambur	DMU Nilambur	DMU 	04931 226343 	0	U 	mogmdnilambur@gmail.com 	Malappuram
 Police Dispensary	Arecode	GD 		0	R 		Malappuram
 GD Veliyancode	Veliyancode	GD 	0494 2678400 	0	R 	moveliyancodegfd@gmail.com 	Malappuram
 Police Dispensary	Klari	GD 		0	R 		Malappuram
 Police Dispensary	Pandikkad	GD 		0	R		Malappuram
 Police Hospital	Malappuram 	GD 		36	U 		Malappuram
 Tribal medical Unit	Kalpetta	Mobile Unit 	04936-206768 	0	U 	gh.kalpeta@gmail.com 	Wayanad
 Tribal medical Unit	Vythiri	Mobile Unit 	04936-255228 	0	R 	thqh.vythiri@gmail.com 	Wayanad
 Tribal medical Unit	Ambalavayal	Mobile Unit 	04936-260130 	0	R 	phc.ambalavayal@gmail.com 	Wayanad
 Tribal medical Unit	Sulthan Bathery	Mobile Unit 	04936-221136 	0	U 	thqh.bathery@gmail.com 	Wayanad
 Tribal medical Unit	Mananthavady	Mobile Unit 	04935-240265 	0	U 	dh.mananthavady@gmail.com 	Wayanad
 Tribal medical Unit	Appappara	Mobile Unit 	04935-210452 	0	R 	phc.appapara@gmail.com 	Wayanad
 Tribal medical Unit	Panamaram 	Mobile Unit 	04935-221189 	0	R 	phc.panamaram@gmail.com 	Wayanad
 Tribal medical Unit(NHM) 	Noolpuzha	Mobile Unit 	04936-270604 	0	R 	phc.noolpuzha@gmail.com 	Wayanad
 Mobile Dispensary	 Thaliparamba	Mobile Unit 		0	U 	mobiledispensarytpba@gmail.com	Kannur
 Fisheries Mobile Unit	 Pazhayangadi 	Mobile Unit 		0	U 		Kannur
 Tribal Mobile Unit	Peravoor	Mobile Unit 		0	U 		Kannur
 Tribal Mobile Unit	Aralam	Mobile Unit 		0	U 		Kannur
 Central Jail Dispensary	Kannur 	GD 		46	R 	cpkannur@gmail.com 	Kannur
 KAP Dispensary	 Mangattuparamba	GD 		0	R 	cmdtkap4@keralapolice.gov.in 	Kannur
 Mobile Dispensary	Kasaragod 	Mobile Dispensary 		0	U 		Kasaragod 
 Bweekly Dispensary	Valiyappoil	GD 		0	R 		Kasaragod 
 Bweekly Dispensary	Thrikkarippur	GD 		0	R 		Kasaragod 
 Govt. Ayurvedic Maternity Hospital	Poojappura	speciality hospital	0471-2350938 	6	U 	avchwc.pjp@gmail.com 	Thiruvananthapuram 
 Coastal speciality hospital	 Valiyathura	speciality hospital	0471-2502480 	34	U 	gdvaliathura@gmail.com 	Thiruvananthapuram 
 K.R.Narayanan Memorial Speciality Hospital	Uzhavoor	speciality hospital	04822-241045 	150	R 	phcuzhavoor@gmail.com 	Kottayam 
 Tribal Special Hospital	Kottathara Attappady	speciality hospital	04924-254392 	100	R 	gtshkatpy@gmail.com 	Palakkad
 Mattannur speciality hospital	Mattannur	speciality hospital	0490-2473500 	38	U 	ghmtnr@gmail.com 	Kannur
 Pinarayi speciality hospital	Pinarayi	speciality hospital	0490-2382710 	30	R 	chcpinarayi@gmail.com 	Kannur
 Nooranadu Leprosy Sanitorium	Nooranadu	Leprosy Hospital	0479-2382331 	767	R 	lsnooranad@gmail.com 	Alappuzha 
 Leprocy Hospital	Koraty	Leprosy Hospital	0480-2732035 	660	R 	glhkty1955@gmail.com 	Thrissur 
 Govt Hospital of Dermatology	Kozhikode 	Leprosy Hospital	0495-2355840 	262	U 	chevayoorgovtleprosyhospital@gmail. com 	Kozhikode 
 CDH Pulayanarkotta 	Pulayanarkotta  	Tuberculosis Hospital	0471-2442041 	508	U 	cdsanatorium@gmail.com 	Thiruvananthapuram 
 HCD	Karunagappally	Tuberculosis Hospital	0476-2620257 	50	U 	hcdkarunagappally@gmail.com 	Kollam 
 CDH Karuvatta	Karuvatta	Tuberculosis Hospital	0479-2491933 	12	R 	tbclinic517@gmail.com 	Alappuzha 
 District TB Centre	Ponnani	Tuberculosis Hospital	0494 2666050 	52	U 	motbcponnani@gmail.com 	Malappuram
